,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
5469,RT @mention Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt apple sets up temporary austin store to serve the hordes of ipad 2 purchasers at link,#sxsw,@mention
5470,RT @mention Apple setting up temp store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link},iPad,Positive emotion,Apple,positive,rt apple setting up temp store at to sell the crazy brilliant convenient link,#sxsw #ipad2,@mention
5472,RT @mention Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive emotion,Apple,positive,rt apple store has had a line down the block all week long at amazing,#sxsw,@mention
5473,RT @mention Apple to have a pop-up store at South by South West: {link} #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt apple to have a pop up store at south by south west link,#sxsw,@mention
5474,RT @mention Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching,Unknown,No emotion toward brand or product,Unknown,neutral,rt apple to open a pop up store downtown austin 1st floor of my bldg at 6th amp congress for and the ipad 2 launch,#sxsw #morefunpeoplewatching,@mention
5477,RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt apple to open temporary store for at 6th and congress link,#sxsw,@mention
5479,RT @mention Apple to open temporary store for #SXSW. Interesting.  {link},Apple,Positive emotion,Apple,positive,rt apple to open temporary store for interesting link,#sxsw,@mention
5481,"RT @mention Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt apple intel genentech atari cisco quot something ventured quot traces the risk takers who wrote checks link,#sxsw,@mention
5482,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative emotion,Apple,negative,rt apple quot the classiest fascist company in america quot kara swisher,#sxsw,@mention
5483,RT @mention Apple's doing a #sxsw pop up store for iPad2 sayeth @mention {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt apple's doing a pop up store for ipad2 sayeth link,#sxsw,@mention @mention
5484,"RT @mention Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt apple's pop up shop on lavaca and 6th yes the line wraps around the block apple store sxsw link,#sxsw,@mention @mention
5485,RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive emotion,Apple,positive,rt apple's taking old ipads for teach for america user gets a tax write off when you buy a new ipad kinda cool,#sxsw,@mention
5486,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Android App,Positive emotion,Google,positive,rt arduino android flaming skulls link refrigerator speaks salon k 3 30pm,#sxsw #smartthings,@mention @mention @mention
5487,"RT @mention Arduino + android = Flaming skulls {link} The Refrigerator Speaks , Salon K, 3:30pm  @mention @mention  #sxsw #smartthings",Unknown,No emotion toward brand or product,Unknown,neutral,rt arduino android flaming skulls link the refrigerator speaks salon k 3 30pm,#sxsw #smartthings,@mention @mention @mention
5488,RT @mention Are you at #sxsw? Check out #Tokii in the the Maple Leaf Digital Lounge {link} www.tokii.com,Unknown,No emotion toward brand or product,Unknown,neutral,rt are you at check out in the the maple leaf digital lounge link www tokii com,#sxsw #tokii,@mention
5489,RT @mention Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt are you attending the and want to explore check out for austin link,#sxsw #austin,@mention @mention
5490,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,Positive emotion,Apple,positive,rt are you going to be at and wish you could purchase an ipad 2 not to worry link well played apple well played,#sxsw,@mention
5491,RT @mention are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,Unknown,No emotion toward brand or product,Unknown,neutral,rt are you going to check out the pop up shop during let us know link,#apple #sxsw #sxswi #ipad2,@mention
5492,RT @mention Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt are you stupid at find it out with your and our game link or via your 1 amp 2 link,#sxsw #mac #ipad,@mention
5493,RT @mention Aron Pilhofer from NY Times just endorsed HTML over iPad at #NewsApps #sxsw and asked us not to tweet what he actually said!,Unknown,No emotion toward brand or product,Unknown,neutral,rt aron pilhofer from ny times just endorsed html over ipad at and asked us not to tweet what he actually said,#newsapps #sxsw,@mention
5494,"RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",Unknown,No emotion toward brand or product,Unknown,neutral,rt arriving in the us for will be looking for a microsim for data in my iphone recommendations,#sxsw,@mention @mention
5495,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Google,Positive emotion,Google,positive,rt as the search from sxsw via twitter does not work check out google's real time search at least you get some results,#sxsw,@mention
5496,RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,iPad or iPhone App,Positive emotion,Apple,positive,rt at amp want to drink free get the ask around iphone app to find out where we are amp join us for drinks in,#sxsw #austin,@mention
5497,RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,iPad,Positive emotion,Apple,positive,rt at and want to win an ipad get on the case with and,#sxsw,@mention @mention @mention @mentionr
5498,"RT @mention At #SXSW and want to win an iPad? Get on the case with #CHAOS, @mention and @mention {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt at and want to win an ipad get on the case with and link,#sxsw #chaos,@mention @mention @mention
5499,"RT @mention At #sxsw apple has 99% marketshare, not seeing much linux.",Unknown,No emotion toward brand or product,Unknown,neutral,rt at apple has 99 marketshare not seeing much linux,#sxsw,@mention
5500,RT @mention At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?,Unknown,No emotion toward brand or product,Unknown,neutral,rt at conf and 1 out of every 200 people have a mac or ipad including me what happened to the pc is it becoming obsolete,#sxsw,@mention
5501,RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},Unknown,Positive emotion,Unknown,positive,rt at even the cabbies are tech savvy that's his iphone streaming twitter link,#sxsw,@mention @mention
5502,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",iPad or iPhone App,Positive emotion,Apple,positive,rt at presentation demonstrates how you can pause a video on new video player and pick up in same spot on ipad app,#sxsw,@mention @mention
5504,RT @mention At #SXSW preso @mention demonstrates how u can pause a video on new video player &amp; pick up in same spot on iPad app. #tveverywhere,Unknown,No emotion toward brand or product,Unknown,neutral,rt at preso demonstrates how u can pause a video on new video player amp pick up in same spot on ipad app,#sxsw #tveverywhere,@mention @mention
5505,"RT @mention At #SXSW Social Hackathon session with Google, Bing, Webtrends and Chzbrgr. Going to figure out how to do this in Mpls/St Paul #bolinsxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt at social hackathon session with google bing webtrends and chzbrgr going to figure out how to do this in mpls st paul,#sxsw #bolinsxsw,@mention
5506,RT @mention At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt at with an iphone use free ispyart app to send your photos of the to link,#sxsw #artallaround,@mention @mention
5507,RT @mention At #SXSW your iphone charger is your best friend.,iPhone,Positive emotion,Apple,positive,rt at your iphone charger is your best friend,#sxsw,@mention
5508,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,Apple,positive,rt at apple schools the marketing experts link via,#sxsw,@mention @mention
5509,"RT @mention At #SXSW, Apple schools the marketing experts | CNET - {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt at apple schools the marketing experts cnet link,#sxsw,@mention
5511,RT @mention At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,Unknown,No emotion toward brand or product,Unknown,neutral,rt at wanna buy you a drink 7pm at fado on 4th link join us,#sxsw,@mention @mention @mention
5512,"RT @mention At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",Unknown,No emotion toward brand or product,Unknown,neutral,rt at come hear me speak in 40 mins designing ipad interfaces new navigation schemas in ballrm a 11 00am,#sxsw #uxdes,@mention @mention
5513,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30 CST!,Unknown,No emotion toward brand or product,Unknown,neutral,rt at don't forget to come to the for startups with and in acc 9abc at 3 30 cst,#sxsw #privacybootcamp,@mention @mention @mention @mention @aclu
5514,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30!,Unknown,No emotion toward brand or product,Unknown,neutral,rt at don't forget to come to the for startups with and in acc 9abc at 3 30,#sxsw #privacybootcamp,@mention @mention @mention @mention @aclu
5515,RT @mention At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt at get the soundcloud iphone app link and start recording use 4sq geotagging to be on the map link,#sxsw,@mention
5516,RT @mention At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,Unknown,No emotion toward brand or product,Unknown,neutral,rt at join us for a drink or 2 tonight at 7pm fado irish pub on 4th link we'd love to meet,#sxsw,@mention
5517,RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,Unknown,No emotion toward brand or product,Unknown,neutral,rt at we're giving away an ipad 2 to the creator of the most popular disc during interactive create a disc amp share on twitter,#sxsw,@mention
5518,"RT @mention At #SXSW? Your #Chaos mission is to download @mention app, check-in &amp; start playing to redeem prizes @mention Austin hot spots! {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt at your mission is to download app check in amp start playing to redeem prizes austin hot spots link,#sxsw #chaos,@mention @mention @mention
5519,"RT @mention At #SXSW? Your mission is to download @mention app, check-in &amp; play to redeem prizes @mention Austin hot spots! {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt at your mission is to download app check in amp play to redeem prizes austin hot spots link,#sxsw,@mention @mention @mention
5520,RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,Unknown,Positive emotion,Unknown,positive,rt at mindtouchers are there giving ipad demos of mindtouch tcs tweet them to check it out,#sxsw,@mention @mention @mention @mention
5521,RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,iPad,Positive emotion,Apple,positive,rt at watching dj rock out at check out www rana co,#tweethouse #ipad #sxsw #dotco,@mention @mention
5522,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Google,Positive emotion,Google,positive,rt at google 4 people do the work of 7 people rather than 7 people doing the work of 4,#agileagency #sxsw,@mention
5523,"RT @mention At SXSW, Apple schools the marketing experts {link}  #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt at sxsw apple schools the marketing experts link,#sxsw,@mention
5524,"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,Apple,positive,rt at sxsw apple schools the marketing experts link via,#sxsw #apple #marketing,@mention @mention
5525,RT @mention At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,Unknown,No emotion toward brand or product,Unknown,neutral,rt at the airport playing my fav game quot are you going to quot wearing denim on denim you're going charging 3 apple products you too,#sxsw,@mention
5526,"RT @mention At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt at the panel quot your mom has an ipad designing for boomers quot,#sxsw,@mention
5527,RT @mention Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,Unknown,No emotion toward brand or product,Unknown,neutral,rt attending austin guide by is now free to download on itunes link,#sxsw #lp,@mention @mention
5528,"RT @mention Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt attending designing ipad interfaces new navigation schemas with akqa's lynn teo ballroom a and yes we are hiring,#sxsw,@mention
5529,"RT @mention Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt audience q what prototyping tools do you use sketchbooks sharpie pens photoshop balsamic google docs axsure etc,#myprototype #sxsw,@mention
5530,RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,Unknown,No emotion toward brand or product,Unknown,neutral,rt audioboo the front of the apple ipad 2 queue link,#sxsw #sxswsa #apple #ipad2 #austin #texas,@mention
5531,"RT @mention Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",Unknown,No emotion toward brand or product,Unknown,neutral,rt austin my pal lost her phone please help rt i left my white iphone 4g in a cab in austin at internet please help,#sxsw,@mention @mention @mention
5532,RT @mention Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,Unknown,No emotion toward brand or product,Unknown,neutral,rt australian business amp not for profits may be interested in these seo insights from google amp bing at link,#sxsw #digibiz,@mention
5533,"RT @mention Available today, @mention mobile apps for #iPhone #Android #Blackberry and #windowsmobile w/ Facebook. More info: {link} #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt available today mobile apps for and w facebook more info link,#iphone #android #blackberry #windowsmobile #sxsw,@mention @mention
5534,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive emotion,Apple,positive,rt awesome hands on review of the ipad 2 coming tomorrow on guest post by he's at,#sxsw,@mention @mention @mention
5535,RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,Apple,positive,rt awesome new version of for iphone amp new web site coming after want a demo meet with at,#sxsw #sxsw,@mention @mention @mention
5536,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,Apple,positive,rt awesome new version of for iphone and new web site coming after want a demo meet with at,#sxsw #sxsw,@mention @mention @mention
5537,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,iPhone,Positive emotion,Apple,positive,rt awesome new version of for iphone and new web site coming after want a demo meet with at pls rt,#sxsw #sxsw,@mention @mention @mention
5538,RT @mention Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,Unknown,No emotion toward brand or product,Unknown,neutral,rt awesome presentation on digital magazines link,#touchingstories #sxsw #gsdm,@mention
5539,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,iPad or iPhone App,Positive emotion,Apple,positive,rt awesome first day of and just approved our new app go and download it now and check our blog for quot big stereo quot,#sxsw #apple #ipad2,@mention
5540,"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Other Google product or service,Positive emotion,Google,positive,rt backupify announces cloudsight search the first searchable archive solution for social media and google apps link,#sxsw #sxswi,@mention
5541,RT @mention Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt bad news update the pop up apple store is out of ipads not sure if they will have more by tomorrow,#sxsw,@mention
5542,RT @mention Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Other Google product or service,Positive emotion,Google,positive,rt badgeless event free drinks heading to free google sponsored happy hour for semantic web austin fogo de ch o,#sxsw,@mention @mention @mention
5543,RT @mention Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,Unknown,No emotion toward brand or product,Unknown,neutral,rt badger on angel news link nice one also we're giving away a free ipad 2 link,#sxsw #contest,@mention @mention
5544,RT @mention Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt barton hollow is a free song download amp featured album on 2011 featured mix link,#itunes #sxsw,@mention @mention @mention
5545,"RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt beautiful day in come by and grab a slice or two if you check in on you can get a deal,#austin #google #sxswi #sxsw,@mention
5546,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive emotion,Apple,positive,rt before it even begins wins link by,#apple #sxsw,@mention @mention
5547,"RT @mention Before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,Apple,positive,rt before it even begins apple wins link,#sxsw,@mention
5548,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive emotion,Apple,positive,rt before it even begins apple wins link by for,#sxsw,@mention @mention @mention
5549,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,Apple,positive,rt before it even begins apple wins link on,#sxsw,@mention @mention
5550,"RT @mention Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive emotion,Apple,positive,rt before it even begins apple wins link gt gonna get sum via,#sxsw,@mention @mention
5551,RT @mention Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt behaviour diff lots of phone calls while using ipad laptop notsomuch with the mobiles internets,#sxsw,@mention
5552,RT @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,Unknown,No emotion toward brand or product,Unknown,neutral,rt behind on 100s of emails give them all 1 line iphone composed replies,#sxsw #protip,@mention
5553,RT @mention Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Unknown,No emotion toward brand or product,Unknown,neutral,rt ben benieuwd rt we interrupt your regularly scheduled geek programming with big news link,#sxsw #google #circles,@mention @mention
5554,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",Unknown,Positive emotion,Unknown,positive,rt best brand marketing at ge solar powered carousel rock n roll trailer park apple's ipad2 pop up shop,#sxsw,@mention @mention @mention
5555,RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive emotion,Apple,positive,rt best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity,#tapworthy #sxsw,@mention
5556,RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,Unknown,No emotion toward brand or product,Unknown,neutral,rt best pickup line at do you have an iphone charger,#sxsw,@mention
5557,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive emotion,Apple,positive,rt best swag ever thanks my charging iphone thanks you too link,#sxsw,@mention @mention
5558,RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing abt for great food amp drink w patio amp plenty of free parking 5 10 min n of quot the mess quot link,#sxsw,@mention @mention
5559,RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing heard at quot i gave my ipad 2 money to relief i don't need an ipad 2 quot,#sxsw #japan,@mention @mention @mention
5560,RT @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing i've heard at quot i gave my ipad 2 money to relief i don't need an ipad 2 quot,#sxsw #japan,@mention @mention @mention
5561,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my #iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing i've heard this weekend at quot i gave my 2 money to relief i don't need an ipad 2 quot,#sxsw #ipad #japan,@mention
5562,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don'Û_ (cont) {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing i've heard this weekend at quot i gave my ipad 2 money to relief i don cont link,#sxsw #japan,@mention
5568,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,Unknown,Negative emotion,Unknown,negative,rt best thing i've heard this weekend at quot i gave my ipad 2 money to relief i don't need an ipad 2 quot lt amen gt,#sxsw #japan,@mention
5569,RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),Unknown,Negative emotion,Unknown,negative,rt best thing i've heard this wknd quot i gave my ipad 2 money 2 relief i don't need ipad 2 quot,#sxsw #japan,@mention @mention @mention @mention
5570,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing i've heard this wknd at quot gave my ipad 2 to relief i don't need an ipad 2 quot,#sxsw #japan,@mention @mention @mention
5571,RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Unknown,No emotion toward brand or product,Unknown,neutral,rt best thing i've heard this wknd at quot i gave my ipad 2 money to relief i don't need an ipad 2 quot,#sxsw #japan,@mention
5572,RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},Apple,Positive emotion,Apple,positive,rt better get in line now rt apple is opening up a temp store in downtown austin for amp ipad 2 launch link,#sxsw,@mention @mention
5573,"RT @mention Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",Unknown,No emotion toward brand or product,Unknown,neutral,rt big night come party down with and google tonight at link bands food art interactive maps cc,#sxsw,@mention @mention @mention
5574,RT @mention biggest takeaway from #UXDes thus far -- bring physical world into your iPad design &amp; recreate already learned experiences. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt biggest takeaway from thus far bring physical world into your ipad design amp recreate already learned experiences,#uxdes #sxsw,@mention
5575,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Google,Positive emotion,Google,positive,rt biomimicry as the basis of design and problem solving google studying flocking and swarming behavior to understand collab brilliant,#sxsw,@mention
5576,RT @mention Black or white iPad?  #sxsw #iPad2,Unknown,No emotion toward brand or product,Unknown,neutral,rt black or white ipad,#sxsw #ipad2,@mention
5577,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},Google,Positive emotion,Google,positive,rt blogger is about due for an update google takes action and will showcase the new design at link,#sxsw,@mention
5578,"RT @mention Boooo! RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt boooo rt flipboard is developing an iphone version not android says,#sxsw,@mention @mention @mention
5579,"RT @mention Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",Unknown,No emotion toward brand or product,Unknown,neutral,rt booth 313 there is still time for the power challenge ride the bike get a bottle enter to win an ipad,#sxsw #thisiscrazyfun,@mention
5580,iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,iPad,Positive emotion,Apple,positive,ipad 2's on both sides of me i just want to hold them please pretty please,#geekout #sxsw,
5581,"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",Unknown,Positive emotion,Unknown,positive,rt bounced over to catch google's marissa mayer speak always admired her intelligent classy successful,#sxsw,@mention
5582,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,Apple,positive,rt brilliant move by apple before it even begins apple wins link,#sxsw,@mention
5583,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion,Google,negative,rt brought up how google maps had rerouted all images of jcpenney to images of macys or trashy restraunts they had no comment,#uosxsw #sxsw,@mention
5584,RT @mention Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt brown paper is coming down on the windows of the popup apple store link,#sxsw,@mention
5585,RT @mention Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt building a custom android home screen for stuff any other must haves link,#sxsw #sxswi,@mention
5586,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Unknown,Positive emotion,Unknown,positive,rt buying ipad2 turn in ur ipad1 apple store wipes it clean donates to schools mrs jobs idea,#apple #ipad2 #sxsw,@mention
5587,"RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt by looking around at sxswi you would think apple was the only tech company in existence,#sxsw,@mention
5588,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention @Schmittastic #google #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt calvin is now the geek charlie sheen with his goddesses,#google #sxsw,@mention @mention @mention @mention @schmittastic
5590,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt cameron sinclair spearheads japan disaster relief from via twitter amp iphone link,#sxsw,@mention @mention
5591,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this,Unknown,No emotion toward brand or product,Unknown,neutral,rt cameron sinclair spearheads japan disaster relief from via twitter amp iphone link retweet this,#sxsw,@mention @mention
5594,RT @mention Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt can google do social we may shortly find out rt google to launch major new social network called circles at link,#sxsw,@mention @mention
5595,RT @mention Can't be at #sxsw? download their free music mix on itunes {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt can't be at download their free music mix on itunes link,#sxsw,@mention
5596,RT @mention Can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt can't be at download their free music mix on itunes link cc,#sxsw,@mention @mention
